screen_name,created_at,location,state_abb,state,source,hashtags,text
KNWAFOX24,2020-04-21 22:00:01,Northwest Arkansas,AR,Arkansas,SocialNewsDesk,,Missouri becomes first state to file lawsuit against Chinese government over COVID-19 https://t.co/MbrZ9Ko40D
cityofpocatello,2020-04-21 22:00:01,"Pocatello, Idaho",ID,Idaho,TweetDeck,"Pocatello, Idaho, IdahoCovid19","@siphidaho: Southeastern Idaho Public Health Works with ISU, Private Providers, and Express Lab to Increase Access to COVID‐19 PCR Testing 

#Pocatello #Idaho #IdahoCovid19 https://t.co/u4uGI7m8cL"
AndrewPulrang,2020-04-21 22:00:01,"Plattsburgh, NY, USA",NY,New York,TweetDeck,"CripTheVote, COVID19, HighRiskCOVID19, 2020Election, WhatWeNeed, NobodyIsDisposable, DisabledTwitter, DisabilityTwitter","“3 Ways The COVID-19 Pandemic Could Change Disability Policies And Practices”

@Forbes #CripTheVote #COVID19 #HighRiskCOVID19 #2020Election #WhatWeNeed #NobodyIsDisposable #DisabledTwitter #DisabilityTwitter

https://t.co/trMP0GsI3f"
ChicagoMaroon,2020-04-21 22:00:01,"Chicago, IL",IL,Illinois,TweetDeck,,"“Normally [online sales are] about 5 percent of our total sales,” Jeff Deutsch, director of the Seminary Co-Op Bookstores, said. “Now it’s 100 percent of our total sales, so you can do the math on that.”
https://t.co/ZegvFecpbE"
Beth_Kern_2_0,2020-04-21 22:00:01,"Colorado, USA",CO,Colorado,LinkedIn,,We're glad to provide free access to our platform for relief organizations who are managing covid's impact. https://t.co/Vi3u07CNIs
ACC_HQ,2020-04-21 22:00:01,"Alexandria, VA",VA,Virginia,TweetDeck,,"Impact of COVID-19 Crisis on Spanish Aviation Industry

https://t.co/hW4WCuMUQ4"
MassDPH,2020-04-21 22:00:01,"Boston, MA",MA,Massachusetts,Twitter Media Studio,covid19MA,Here are some steps to help you cope with stress and fear from COVID-19. Take care of your body.  Virtually connect with others. Take breaks from the news &amp; social media. Make time to unwind. #covid19MA https://t.co/0aNmykAcBH
ACSouthAsia,2020-04-21 22:00:01,"Washington, DC",WA,Washington,TweetDeck,"India, COVID19","Private equity and venture capital investments into #India are likely to fall between 45-60% in 2020 compared to last year, as #COVID19 precautions have disrupted the country’s economic trajectory, according to a report by Ernst &amp; Young. @EYnews
https://t.co/2a1kM6ZeZ7"
FiveThirtyEight,2020-04-21 22:00:00,"New York, NY",NY,New York,TweetDeck,,"The test development process has been optimized for speed, rather than quality. 

Somehow, we’re simultaneously not moving fast enough while also moving a little too fast. https://t.co/9btXMZTnKd"
ROINJNews,2020-04-21 22:00:00,"New Jersey, USA",NJ,New Jersey,TweetDeck,coronavirus,"“We are incredibly excited about these remarkable recoveries,” Dr. Eric Sztejman, medical director at @VirtuaHealth, said. ""It is gratifying to be among the first in nation to explore this promising approach to combating the #coronavirus.” https://t.co/7oSTxjrFX5"
natedkline,2020-04-21 22:00:00,"Charlotte, NC",NC,North Carolina,LinkedIn,,This is how COVID-19 could change the world of work for good https://t.co/3SVQMaHVfM
JakeGarciaTV,2020-04-21 22:00:00,"Wichita Falls, TX",TX,Texas,Twitter for iPhone,,Wichita Falls-Wichita County Public Health District announces two new confirmed cases of COVID-19 bringing the total to 62. https://t.co/CWfQg0Vrpp
MissouriLife,2020-04-21 22:00:00,Missouri,MO,Missouri,Twitter for Advertisers,,"Spring is in full swing and color is popping up everywhere. Since COVID-19 has us in stay-at-home mode, getting your gardens up and blooming is something you can enjoy. https://t.co/qKHntYVC0x"
brianrmurphylaw,2020-04-21 22:00:00,"Fort Mill, SC Greenville, SC Rock Hill, SC",SC,South Carolina,Zoho Social,,Here is a funny article to smile at today! https://t.co/DyOszlsvFd https://t.co/eyz1VzFLMa
NETNewsNebraska,2020-04-21 22:00:00,Nebraska,NE,Nebraska,Twitter Media Studio,"COVID19Nebraska, NECOVID19","Today's #COVID19Nebraska daily update: More than 230 COVID-19 cases are connected to the JBS meatpacking plant in Grand Island. And @GovRicketts announces a new public/private partnership is to increase testing.

#NECOVID19 https://t.co/1ssYlUwwXW"
Autobahn_Lease,2020-04-21 22:00:00,"Eastpointe, MI",MI,Michigan,TweetDeck,,"Despite COVID-19, our salespeople are still available online 24/7. Come on in and get your vehicle questions answered!

➡️https://t.co/ieZZoMoAcq⬅️ https://t.co/WgZL1e9jFR"
Power620SYR,2020-04-21 22:00:00,"Syracuse, NY",NY,New York,TweetDeck,,We want to hear from YOU! Let us know how you're doing during the Covid-19 outbreak in this short survey! https://t.co/K1Z9rOLaAW https://t.co/rN4ghb5P2A
965JackFM,2020-04-21 22:00:00,"Seattle, WA",WA,Washington,TweetDeck,,"Put a shirt on, no one wants to see that hairy back. You can grab your JACK FM Socially Distant"" T-shirt and proceeds will go to Feeding America's COVID-19 fund. Go to https://t.co/Oij3EppkBc for more details. https://t.co/zsnnaosq4c"
Southeastcc17,2020-04-21 22:00:00,"Florida & Texas, USA",FL,Florida,Twitter for iPhone,,"BREAKING: Maine will receive at least $16,295,844 for COVID-19 testing needs from this new emergency aid package the Senate passed this afternoon."
UnionBank,2020-04-21 22:00:00,"San Francisco, CA",CA,California,Sprinklr,,"To help clients stay informed during these times of market volatility, The Private Bank at Union Bank® is opening up our weekly conference calls to the public. Access details for tomorrow's call be found here: https://t.co/h7FQHbq2mD"
PublicOutcrySy,2020-04-21 22:00:00,Northern California,CA,California,Twitter for Android,,"If you think our government will ultimately “take care of” first line responders for COVID, remember it took them 18 fucking years to make the 9/11 victim compensation fund permanent. 

But yeah, keep clapping."
TheDePaulia,2020-04-21 22:00:00,"Chicago, IL",IL,Illinois,TweetDeck,,"Natural and traditional remedies have helped kill other pathogens in the past due to their nutritional value and how they are designed to cure these diseases. 
https://t.co/li7z0brmvW"
RepBenSanchez,2020-04-21 22:00:00,"Pennsylvania, USA",PA,Pennsylvania,TweetDeck,,"Our efforts ARE working, but the numbers of positive cases and COVID-19 deaths continue to rise. So we MUST stay home and continue practicing social distancing. We can and will get through this together! https://t.co/HlI78umm57"
myfairobserver,2020-04-21 22:00:00,"Mountain View, CA, USA",CA,California,TweetDeck,"cybercrime, CoronavirusPandemic",A global pandemic is making it easier for cybercriminals to exploit the vulnerable via scams and misinformation that already plague the internet. #cybercrime #CoronavirusPandemic https://t.co/cDmAPHScqc
TelegraphHerald,2020-04-21 22:00:00,"Dubuque, Iowa",IA,Iowa,TweetDeck,,"Wednesday is Earth Day. As organizations across the globe have been forced to cancel events to honor the milestone amid the COVID-19 pandemic, the National Mississippi River Museum &amp; Aquarium has found the means to celebrate. Check out Wednesday's Current page for more. https://t.co/sEZDfZRPMC"
CBS21NEWS,2020-04-21 22:00:00,"Harrisburg, Pennsylvania, USA",PA,Pennsylvania,TweetDeck,,"Italy’s number of hospitalized COVID-19 patients, including those in intensive care, has continued to decrease.
https://t.co/mH7jtUMgmF"
teensinprint,2020-04-21 22:00:00,"Boston, MA",MA,Massachusetts,TweetDeck,COVID19,"""I am interested in seeing what professionals and scientists think about this potentially massive change to sleep patterns in society.""

Read Editor Caleb Bove's piece on students sleep cycle during the #COVID19 pandemic here: https://t.co/9zD2GgQbD1"
ExelaTech,2020-04-21 22:00:00,"Irving, TX",TX,Texas,Twitter for Advertisers,"Technology, Automation, DigitalTransformation, Innovation, BusinessTransformation, Tech, Coronavirus, Covid, COVID19, Pandemic, RemoteWork, RemoteWorking, WFH, Collaboration, ProjectManagement",Keep calm and carry on collaborating. https://t.co/R4p2tbVHjC #Technology #Automation #DigitalTransformation #Innovation #BusinessTransformation #Tech #Coronavirus #Covid #COVID19 #Pandemic #RemoteWork #RemoteWorking #WFH #Collaboration #ProjectManagement
KristenTurzak,2020-04-21 22:00:00,"Clearwater, FL",FL,Florida,LinkedIn,"IT, Security, Cyber",The new remote #IT landscape that Covid-19 is shaping presents challenges for patch management. Accenture's Eric Welling explains how organizations need to adapt. #Security #Cyber https://t.co/r0X3Y9GdCS
wecruitr_io,2020-04-21 22:00:00,"New York, NY",NY,New York,TweetDeck,,"Coronavirus: Will Covid-19 speed up the use of robots to replace human workers?

https://t.co/f6vSFmYjpX"
jreed_ES,2020-04-21 22:00:00,"Washington, DC",WA,Washington,LinkedIn,,How COVID-19 is changing the grocery business https://t.co/mqwpriNmTi
wwmtnews,2020-04-21 22:00:00,West Michigan,MI,Michigan,TweetDeck,,"201 residents had tested positive as of Tuesday, April 21, 2020. 

https://t.co/E5OoWA9DG4"
uamshealth,2020-04-21 22:00:00,"Little Rock, Arkansas",AR,Arkansas,TweetDeck,"healthcareheroes, covid19ark","Thank you, Moe's Southwest Grill, for delivering burritos to Triage &amp; all of the COVID-19 units! #healthcareheroes #covid19ark https://t.co/cPWeWQFX5U"
IowaPublicRadio,2020-04-21 22:00:00,"Iowa, USA",IA,Iowa,TweetDeck,,"County Officials See COVID-19 Surge From Waterloo Meat Packing Plant; Governor Won't Close It

https://t.co/K4rhr11Rxh"
injusticewatch,2020-04-21 22:00:00,"Chicago, IL",IL,Illinois,Twitter Web App,cookcountyjail,"Two more people incarcerated at the #cookcountyjail have apparently died from COVID-19, bringing the total to six. 

17 more are hospitalized and 215 current detainees have the virus. Click below for our Cook County Jail population and COVID-19 tracker​:

https://t.co/BWiEG8bxBS"
MichelleDLesley,2020-04-21 22:00:00,"Baton Rouge, LA",LA,Louisiana,Twitter Web App,,"Invest the time to watch it, and consider sharing it (kindly and lovingly, of course) with those you know who are enamored with this kind of “Christianity.”

https://t.co/TyI4gU0p4e"
chiefvyi,2020-04-21 22:00:00,"Atlanta, GA",GA,Georgia,Twitter for iPhone,,@tsparks611 like do they realize that majority of the COVID-19 deaths aren’t even from the virus? majority of the ppl who catch the “virus” recovers.
iSolvedHCM,2020-04-21 22:00:00,"Charlotte, NC",NC,North Carolina,HubSpot,Recruiting,Remote recruiting has become the new normal. 💁‍♀️ https://t.co/lO42KXCjbt #Recruiting
mossback72,2020-04-21 21:59:59,"Texas, USA",TX,Texas,Twitter for Android,,"""someone could test positive for COVID-19 but die from other causes, such as seasonal flu or pneumonia, and thus will probably inflate the numbers as well.""

https://t.co/7UUiHHYWDZ"
DCurtis74017098,2020-04-21 21:59:59,"Florida, USA",FL,Florida,Twitter for iPhone,,"....to State/Local Governments for lost revenues from COVID 19, much needed Infrastructure Investments for Bridges, Tunnels, Broadband, Tax Incentives for Restaurants, Entertainment, Sports, and Payroll Tax Cuts to increase Economic Growth."
BeezilTheGreat,2020-04-21 21:59:59,"Chicago, IL",IL,Illinois,Twitter for iPhone,"labweek, AllInIllinois",@GovPritzker 👏🏼We owe an enormous debt of gratitude to our lab techs and other employees who work tirelessly on COVID-19 testing. Thank you so much for being a critical part of the system that is managing this virus. YOU ROCK!! 👏🏼 #labweek #AllInIllinois
HEY__itsTAJE,2020-04-21 21:59:59,New York ✈ Virginia,VA,Virginia,Twitter for iPhone,,Remember: If your governor plans to open your state you won’t see a rise in COVID-19 cases immediately. It’ll take about 3-4 weeks to see the effects. During that time frame even more people will be exposed to COVID-19 so youll likely see spikes occurring for 6-8 weeks
jdhovland,2020-04-21 21:59:59,"Minneapolis, MN",MN,Minnesota,Twitter for iPhone,,"NEW: In interview w/me, CDC director warns second wave of coronavirus is likely to be worse because it will coincide with flu season. Look how overwhelmed health system is in this 1st covid-19 wave. Now imagine 2 respiratory outbreaks at the same time. https://t.co/ftPnleE4VP"
IdahoLady7,2020-04-21 21:59:59,"Council, ID",ID,Idaho,Twitter for iPad,,"@Thomas1774Paine The layers of the onion are being peeled away and I am VERY disturbed. VERY! Sleepy, Creepy Joe thinks Fauci is THE ONLY one who should have a voice RE: Covid-19❓Something is very stinky 🥴 and very 🚨 alarming❗️ https://t.co/z49mQzVOPB"
thesimsez,2020-04-21 21:59:59,"Washington, DC",WA,Washington,Twitter Web App,,"@angie_rasmussen @KeepTheOutliers @iamcardib Quick, someone introduce her to the president of Madagascar.
https://t.co/P9MGGYg3tA"
appliedsoft,2020-04-21 21:59:59,"Florida, USA",FL,Florida,Twitter for Android,,A panel of experts convened by the National Institute of Allergy and Infectious Diseases is recommending against a combination of two drugs promoted by President Trump to treat COVID-19 because of potential toxicities. https://t.co/bkeIcws1Ku
melchizedekwife,2020-04-21 21:59:59,"Austin, Texas, USA",TX,Texas,Twitter for Android,,"@Kintu3 @dcpurcell @ToddAbshire @KateHun49524279 @E9ActionHero @MooreWyane @us_poll @Rebashoenfelt1 @Karina89350882 @RobertPlamer @SunDazedRentals @Lynnielee5 @KQanuck @PestJack @DuriavigRobert @colemarisa49 @CraigGWelch @TartanKino @Lauramo92212760 @IamAllOutOfGum @WPatriot2 @ReelectionT @BillieCotter @Sandy_Beach3001 @daxalvarado19 @bobgaree1 @Canadiancovfefe @SilvanoKinkela @TexasDeplorabl4 @michael08930353 @melchizedekwife @CdnVsFascism @WeeDiBlue @KARAVIJ @pmatons @Mikala007007 @Maria_Garcia_US @LisaJanelle68 @Markh_27 @Janinepolitic @o_marianne @jobeeswing @BigdNv @StuBeale @Suziegarrabrant @carolva97910854 @NovusStarman2 @Trump2034553443 @fdf927020e2b4ac @Ginger41877629 Its coming folks, I've had my fill of the dirty dumbOcrats &amp; their Thievery, cheating, ineptitude, putting #IllegalImmigrants before We, the People &amp; now letting Convicted Felons outta Jail using muh covid as an excuse 
TickTock https://t.co/75yLxT5y6W"
ednewbold,2020-04-21 21:59:58,"Columbus, OH",OH,Ohio,Twitter for iPhone,,Do you think Michigan Gov. Gretchen Whitmer has done a good job navigating the state through the COVID-19 outbreak?
KrissaTango,2020-04-21 21:59:58,"Kodiak, AK",AK,Alaska,Twitter for iPhone,,‘Volume was down … the patients coming in are sicker’ — Mount Sinai Queens Dr. Matthew Bai shared this video diary update on the COVID-19 fight in his hospital https://t.co/pW84SFrUk7
MikeishaDache,2020-04-21 21:59:58,"Columbus, OH",OH,Ohio,Twitter for iPhone,,"rikers island has become a reservoir of the coronavirus. At least 362 people have been confirmed to have been infected, out of a total inmate population of 3,974. This is six times higher than the infection rate in the city as a whole. https://t.co/yXx5qYU6eV"
CBGlover,2020-04-21 21:59:58,"Baton Rouge, LA",LA,Louisiana,Twitter for iPhone,,A panel of experts convened by the National Institute of Allergy and Infectious Diseases is recommending against a combination of two drugs promoted by President Trump to treat COVID-19 because of potential toxicities. https://t.co/bkeIcws1Ku
goodjane,2020-04-21 21:59:58,"Cleveland (South Euclid), Ohio",OH,Ohio,Twitter Web Client,,Two former Ohio governors tapped to lead COVID-19 testing task force https://t.co/rbnFPxtdCa via @CrainsCleveland
MjLyle,2020-04-21 21:59:57,"Las Vegas, Nevada",NV,Nevada,Twitter Web App,,"10,000 a day by June 1 at UMC.
https://t.co/eePLvY45IZ"
hog_whisperer,2020-04-21 21:59:57,"Lake Livingston, Texas",TX,Texas,Twitter for Android,,"Look at today's COVID-19 deaths.  It is like a who's who of blue states.  Almost as if they just don't want to meet Trump's criteria for declining deaths to open.

What are the odds not a single red state would top the list? https://t.co/w7tdFG03Ui"
ChrisMonty,2020-04-21 21:59:57,"Baltimore, MD",MD,Maryland,Twitter for iPhone,,".@GovLarryHogan wrote a letter to @POTUS @realDonaldTrump on Tuesday afternoon accepting his offer to allow the state of #Maryland to utilize federal labs for #COVID19 testing...
#CoronavirusOutbreak #COVIDー19 

https://t.co/HU8SiBC4UO"
culturallyfocus,2020-04-21 21:59:57,"Baltimore, MD",MD,Maryland,Twitter for iPhone,"COVID, BlackTwitter, IrememberTheCrackEra","Is there a rush to open back up America if White Americans are dying from Covid19 at the rates that African Americans are? 🤔

#COVID #BlackTwitter #IrememberTheCrackEra"
TanyaAvila20,2020-04-21 21:59:56,Texas,TX,Texas,Twitter Web App,,"@BenediktAmrhein Nov 3 - this gives his base plenty of time to contract COVID-19 d/t refusing social distance and gather as Domestic Terrorist spreading a lethal virus to each other, some will die, some will be on ventilators, some will recover."
beksvisualll,2020-04-21 21:59:56,"North Carolina, USA",NC,North Carolina,Twitter for iPhone,,"seeing protesters carry signs like “COVID 19 ISNT REAL” or “THE MEDIA IS THE PROBLEM NOT THE VIRUS” literally leaves me speechless.... I didn’t know people could be so dumb, yet here we are"
CharleneRJones,2020-04-21 21:59:56,"South Lake Tahoe, CA",CA,California,Twitter for iPhone,,"Speaking as somebody who survived stage 4 cancer &amp; is now staying at home so I don't get this thing: 

Fuck you William Barr. https://t.co/n3uxBOmJMO"
PatriciaFusche1,2020-04-21 21:59:56,"Oakland, CA",CA,California,Twitter for iPhone,,States opening up while not following the guidelines will put those states and businesses in a position of liability for all personnel and customers who catch COVID-19
BuzzIzarownd,2020-04-21 21:59:55,"Clark County, Nevada",NV,Nevada,Twitter Web App,,"“Before we can have any large events in our community we need to have the ability to test in case we need to. No one wants to open the doors tomorrow and turn around and close them in 30 days."" https://t.co/iwdks7ze7k via @NevadaCurrent"
NWeissburg,2020-04-21 21:59:55,"Brooklyn, NY",NY,New York,Twitter for iPhone,,"The hits keep on coming against the Trump-touted treatment, now from his own NIH.

“Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR” https://t.co/S35loirfok"
LarmaKarma,2020-04-21 21:59:55,"Charlotte, NC",NC,North Carolina,Twitter for iPhone,,"The hits keep on coming against the Trump-touted treatment, now from his own NIH.

“Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR” https://t.co/S35loirfok"
kimhartartist,2020-04-21 21:59:55,"San Francisco, CA",CA,California,Twitter for iPhone,,"‼️Update‼️

After 3 days without a fever, I’m officially Covid free! 

I had Covid for 34 days. 

One hospitalization 

3 ER trips 

34 days w/ a fever

One seizure

Hypotension 

Dangerously low K. 

Arrhythmia

Enlarged L ventricle

#mycovidstory 
#COVID19"
DrNikkiMartinez,2020-04-21 21:59:55,"Chicago, IL",IL,Illinois,Twitter for iPhone,,"On our exclusive podcast, @julianzelizer considers whether a 2020 campaign to “rescue the soul of the nation” finds common ground with US Grant or FDR—and whether COVID casualties will inspire an electoral backlash like the Iran Hostage Crisis or Vietnam. https://t.co/vbFYt05wmq"
JHartTX,2020-04-21 21:59:54,Texas,TX,Texas,Twitter for iPhone,,"UPDATE: State of Michigan “to change vendors for COVID-19 tracking data after furor over Democrat-connected firm https://t.co/YQj53DyYeW… via @detroitnews” 

The price of Liberty is eternal viligance. #USAstrong 🇺🇸"
brendajoanneWY,2020-04-21 21:59:54,"Byron, Wyoming",WY,Wyoming,Twitter for Android,,A panel of experts convened by the National Institute of Allergy and Infectious Diseases is recommending against a combination of two drugs promoted by President Trump to treat COVID-19 because of potential toxicities. https://t.co/bkeIcws1Ku
TimeToRevolt2,2020-04-21 21:59:54,"North Carolina, USA",NC,North Carolina,Twitter for Android,,"A new analysis found that 11% of veterans with Covid-19 died when they received standard care — but the death rate rose to 28% when they were also given hydroxychloroquine, the malaria drug touted by Trump. https://t.co/vTqHJqG5Wt"
marcia_narod,2020-04-21 21:59:54,"Citrus Park, FL",FL,Florida,Twitter for Android,,@janwbwvskd @BonnieBlueBell1 @Tamon_The_Titan @Candita46985745 @marcia_narod @GovKemp Dude you’re out of your mind. Now I’m thinking Fox News is telling it’s viewers “bah only 5-10 people have died in NYC from Covid”.
jsbogg3,2020-04-21 21:59:54,USA,,,Twitter Web App,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
Keith_L_Martin,2020-04-21 21:59:54,"Baltimore, MD",MD,Maryland,Twitter Web App,,"As Americans try to keep their homes disinfected amid COVID-19, there's been a more than 20% spike in the number of poisoning emergencies linked to cleaners and disinfectants, according to a new report. https://t.co/vkj62C9jOP https://t.co/sk0e4Dev6T"
CFShawaii,2020-04-21 21:59:54,"Ewa Beach, HI",HI,Hawaii,Twitter Web App,hawaii,"Check out the CFS website for several resources for families in the midst of this COVID-19 situation: https://t.co/iWXlVQxN5u
-
Sections include:
➡️ Preventing COVID-19 Infections (@WHO)
➡️ Family Resources
➡️ How CFS is Operating
➡️ Ways to Help
➡️ External Resources
#hawaii https://t.co/H3mpgBDt8q"
Greedy_Trader,2020-04-21 21:59:54,USA,,,Twitter Web App,,"Dear Valued Clients: JOIN THIS:

We wanted to keep you updated as to the steps the Berman Law Group, is taking regarding the COVID-19 Global Pandemic. As you know, we filed the first class action against China for unleashing the Coronavirus and affecting our lives as we knew it."
JohnSca89427985,2020-04-21 21:59:54,"Matthews, NC",NC,North Carolina,Twitter for Android,,"President Trump says he will ask some major organizations to return relief money from the Paycheck Protection Program, specifically mentioning Harvard University https://t.co/9T8aUPjUrs https://t.co/5C488zMdtK"
BrucetheBear61,2020-04-21 21:59:54,"Mansfield, TX",TX,Texas,Twitter for iPhone,,"We were told the hospitals would be overwhelmed by the COVID surge. Instead, Congress is rushing to bail out the hospitals because they're going bankrupt due to lack of patients."
laurargy,2020-04-21 21:59:54,"Petaluma, CA",CA,California,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
Maya_Reports,2020-04-21 21:59:53,"Omaha, Nebraska",NE,Nebraska,Twitter Web App,,"Nebraska Governor Pete Ricketts is holding a Spanish news conference on Tuesday in an effort to inform more of the community about COVID-19 in the state. WATCH HERE:
https://t.co/zfW5JPERY2"
RageTweet3,2020-04-21 21:59:53,"Pittsburgh, PA",PA,Pennsylvania,Twitter Web App,,"@TheDiseasedDems @CharismaMolotov @Pappiness @realDonaldTrump @nytimes Quit diverting.  You made these two claims.

One was a 100% recovery rate.

Two was Dr. Fauci financially supported Wuhan to do testing on bats and COVID-19.

Here are your tweets to help remind you.... https://t.co/GtMSEAbJy6"
Justabitbad1,2020-04-21 21:59:53,"Florida, USA",FL,Florida,Twitter for Android,,"💥 💥 Breaking News 💥 💥

CDC recommends that all LIBERALS stay home until phase 3 of the re-opening. 

They consider TDS to be a significant risk factor for mortality associated with COVID-19

Everyone else may go out and enjoy all outdoor activities"
RaisingTheHustl,2020-04-21 21:59:53,"Chicago, IL",IL,Illinois,Twitter for iPhone,,A panel of experts convened by the National Institute of Allergy and Infectious Diseases is recommending against a combination of two drugs promoted by President Trump to treat COVID-19 because of potential toxicities. https://t.co/bkeIcws1Ku
stantontwinsmom,2020-04-21 21:59:53,"Florence, SC",SC,South Carolina,Twitter for iPhone,,Today’s COVID-19 comedy relief features poor pup Sparky!! https://t.co/IJ5n0W1mWW
Orange_Papers,2020-04-21 21:59:53,"Oregon, USA",OR,Oregon,Twitter Web App,,"So many heartbreaking details in this story about a man with Down syndrome who died from COVID-19 on his birthday, and just days after his mother died from it too https://t.co/5WoZBix7U2"
SenSantarsiero,2020-04-21 21:59:53,"Newtown, PA",PA,Pennsylvania,Twitter for iPhone,,"Struggling with anxiety or overwhelming emotions due to COVID-19? Call the Support &amp; Referral Helpline at 1-855-284-2494. ☎️
The helpline is available 24/7 to listen and refer to community-based resources that can further help to meet individual needs.
For TTY, dial 724-631-5600. https://t.co/ZMPd8f1doB"
Zach_Team,2020-04-21 21:59:53,"Illinois, USA",IL,Illinois,Twitter for iPhone,,NEW NUMBERS: We now have 222 confirmed cases and 11 deaths from COVID-19 in Winnebago County. https://t.co/R2aBDNitN2
DGSBoysGolf,2020-04-21 21:59:52,"Downers Grove, IL",IL,Illinois,Twitter for Android,IHSA,"COVID-19 update from today's #IHSA Board of Directors meeting:

✔️ Spring state tournaments canceled 
✔️ Summer contact days suspended
✔️ Board open to potentially resuming summer contact days &amp; spring sport games after it is deemed safe.

📰More info➡️https://t.co/5rsXMHNiDr https://t.co/er416Etkc6"
SandyKAlano,2020-04-21 21:59:52,"Apache Junction, AZ",AZ,Arizona,Twitter for iPhone,,"A tuition freeze is a step in the right direction. But most universities will need a tuition cut to reach full enrollment, with a guaranteed even bigger cut if fall classes are on line.

https://t.co/iiQaiGnASG"
LauraJ521,2020-04-21 21:59:52,Colorado,CO,Colorado,Twitter for iPhone,,"A study of using malaria drug hydroxychloroquine to treat COVID-19 patients found no evidence that the drug reduced the risk of mechanical ventilation and the overall mortality rate was higher among those treated with hydroxychloroquine alone.
https://t.co/BBvbvLPEaT"
shootingnathan,2020-04-21 21:59:52,"New York, NY",NY,New York,Instagram,"nyc, rockefellercenter, nintendoNY, coronavirus, covid_19, selfquarantine, shelterinplace, socialdistancing",Quarantine Chronicles:  Rockefeller Plaza. #nyc #rockefellercenter #nintendoNY #coronavirus #covid_19 #selfquarantine #shelterinplace #socialdistancing @ NintendoNYC https://t.co/169d7w0l6q
chipper4450,2020-04-21 21:59:52,Defiance Ohio,OH,Ohio,Twitter for iPhone,,@ParanormalX4 Covid-19
mnooruzzaman62,2020-04-21 21:59:51,"Queens, NY",NY,New York,Twitter for Android,,What this Covid-19 survivor wants protesters to know https://t.co/bzChhposZF
labounty58,2020-04-21 21:59:50,OH,OH,Ohio,Twitter for iPad,,"Let's do a survey simply yes or no.
Dems are using COVID-19 as another weapon against Trump. (Not say they invented it or it's a hoax but are they using it)"
GayleellisLydia,2020-04-21 21:59:50,"Austin, TX",TX,Texas,Twitter for iPhone,,"""NIH Panel Recommends Against Drug Combination Trump Has Promoted For COVID-19""
https://t.co/eUlBuN3zrP"
OGOriginalGoat,2020-04-21 21:59:49,"Los Angeles, CA",CA,California,Twitter for Android,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
GaskillLab,2020-04-21 21:59:49,"Philadelphia, PA",PA,Pennsylvania,Twitter for iPhone,,"T-24 hours until the Development of COVID-19 Therapeutics webinar, featuring faculty from @DrexelMedicine. Are you registered? https://t.co/NaNanOnkjk #COVID19 #coronavirus #therapeautics https://t.co/kGX7ITFjw9"
Suze213,2020-04-21 21:59:49,"Wisconsin, USA",WI,Wisconsin,Twitter Web Client,ThomasforIndustry,Check out the coping strategies other companies are using to keep up production during the pandemic. #ThomasforIndustry https://t.co/Zh37IS31FC via @thomasnet
Cb0625Cb,2020-04-21 21:59:49,Somewhere USA,,,Twitter for Android,,"Singapore's second-wave outbreak has been driven by people coming into the country with covid-19. European countries are closing their borders. But Trump is evil for suspending immigration at the moment (which, for all practical purposes, was already happening)."
ChrisMontcalmo,2020-04-21 21:59:49,"Baltimore, MD",MD,Maryland,Twitter for iPhone,,".@GovLarryHogan wrote a letter to @POTUS @realDonaldTrump on Tuesday afternoon accepting his offer to allow the state of #Maryland to utilize federal labs for #COVID19 testing...
#CoronavirusOutbreak #COVIDー19 

https://t.co/HU8SiBC4UO"
CaryNovak,2020-04-21 21:59:49,USA,,,Twitter Web App,,"@GOPChairwoman She pulled the plug after the Twitter storm today

https://t.co/5WftLHpwc6"
TICC_CHY,2020-04-21 21:59:48,"Cliffside Park, NJ",NJ,New Jersey,Twitter Web Client,,"Listening to ""COVID-19: Lessons we must learn"" at  https://t.co/TFF03hQO7Q"
WashoeHealth,2020-04-21 21:59:48,"Washoe County, Nevada, USA",NV,Nevada,Twitter Web App,,"We must stress that COVID-19 is rampantly spreading throughout the entire community and not just in a few ZIP Codes. It's important to practice social distancing, wash your hands and do everything you can to keep from contracting the virus. Thank you."
EricMacyMD,2020-04-21 21:59:48,"San Diego, CA",CA,California,Twitter for iPad,,"We will conduct 77,000 COVID-19 tests each week at our new Berkeley lab.  This remarkable execution will deliver the necessary testing for COVID19 supression, COVID19 recovery, and California economic repair.   Way to go Dr. Missett and team!  https://t.co/8FsW0xLeyd #covidtest"
marinij,2020-04-21 21:59:48,"San Rafael, CA",CA,California,SocialFlow,,"Gov. Newsom on COVID-19 increases: ‘If we pull back too quickly, those numbers will go through the roof’ https://t.co/4V0pRjkFNv"
