screen_name,created_at,location,state_abb,state,source,hashtags,text
TrumpWatchNews,2020-04-21 22:21:57,"Florida, USA",FL,Florida,Twitter for iPhone,,GOP governor: Trump's new immigration ban 'doesn’t make us any safer' https://t.co/ge5Ne97J2U
chris_koci,2020-04-21 22:21:57,"California, USA",CA,California,Twitter for Android,,"@WhiteHouse @realDonaldTrump How many healthcare workers have been injured or died from covid-19? 
Americans are dealing with this with NO HELP from you.
Americans needed a leader instead we have a POS."
karen_lamoure,2020-04-21 22:21:57,California,CA,California,Twitter for Android,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
meghandavisdvm,2020-04-21 22:21:57,"Baltimore, MD",MD,Maryland,Twitter for iPhone,,IDEXX Labs launches COVID-19 test for pets amid rare cases of human-to-pet transmission https://t.co/n7HZzQGDKp
mortgageconsult,2020-04-21 22:21:57,"Maryland, USA",MD,Maryland,Twitter for Android,,"Opinion: The pandemic's silent second wave is coming

https://t.co/h7QQKfH9bL"
1450whtc,2020-04-21 22:21:56,"Holland, MI",MI,Michigan,Twitter for iPhone,,"Michigan set to name nursing homes with COVID-19 outbreaks 

https://t.co/E7DqG71AKx via ⁦@detroitnews⁩ ⁦@nannburke⁩"
eugeniahodge79,2020-04-21 22:21:56,"Miami, FL",FL,Florida,Twitter for iPhone,,DR ain’t playing with this COVID-19 🦠 https://t.co/utW3vhKdLU
Angelmdunn1961,2020-04-21 22:21:56,"Fort Lauderdale, FL",FL,Florida,Twitter for iPhone,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
TrumpsMyPOTUS45,2020-04-21 22:21:56,USA,,,Twitter Web App,,"....to State/Local Governments for lost revenues from COVID 19, much needed Infrastructure Investments for Bridges, Tunnels, Broadband, Tax Incentives for Restaurants, Entertainment, Sports, and Payroll Tax Cuts to increase Economic Growth."
OurRevolutionNV,2020-04-21 22:21:55,"Nevada, USA",NV,Nevada,Twitter for Android,,This study is wild. They compared Hannity viewers to Tucker viewers (Tucker was notably aggressive in covering covid as a real threat) and found more infections and deaths for Hannity viewers. Hannity and other irresponsible media figures literally risked their viewers’ lives. https://t.co/F5cWsyCIqK
WPSDLocal6,2020-04-21 22:21:55,"Paducah, Kentucky",KY,Kentucky,SocialNewsDesk,,"BREAKING: The Senate has passed a roughly $480 billion relief package that includes hundreds of billions of dollars for small businesses hurt by the COVID-19 outbreak, as well as money for hospitals and expanded testing. https://t.co/XxJqrLfYuL"
vonmeding,2020-04-21 22:21:55,"Florida, USA",FL,Florida,Twitter for iPhone,,"The Covid-19 crisis and the ecological crisis are ultimately teaching us the same thing: that we need to build economies that are organized around life, rather than around capital accumulation."
BruceinSeattle,2020-04-21 22:21:55,"Seattle, WA",WA,Washington,Twitter Web App,COVID,"Where is the source on this? Do you have city/state records showing total daily deaths, or are you assuming all #COVID deaths (confirmed, probable, both?) are additional deaths? As far as I know NYC/NYS have not provided recent all-cause mortality data. If I'm wrong, I apologize. https://t.co/lHBPKgSkGC"
EthioCurls,2020-04-21 22:21:55,"Ohio, USA",OH,Ohio,Twitter for iPhone,COVID19,"FDA authorized the first #COVID19 diagnostic test with a home collection option, re-issuing the EUA for the Laboratory Corporation of America (LabCorp) COVID-19 RT-PCR Test to allow testing of samples self-collected by patients at home. https://t.co/nMjgSjSIxp https://t.co/a0qYu2TCSq"
LandesOne,2020-04-21 22:21:55,"St. Louis, MO",MO,Missouri,Twitter for iPhone,,CNN stages Chris Cuomo 'emerging' from a weekslong COVID quarantine — except he publicly broke quarantine last week https://t.co/eVc9cLqJH4
TodayIsAllYours,2020-04-21 22:21:54,"Virginia, USA",VA,Virginia,Twitter for iPhone,,"Can we please give @Cleavon_MD  a follow? 
He’s an Iraq veteran who is now serving  on the frontlines of the Covid-19 pandemic as an ER MD in NYC. He has great content and tells the honest truth about this virus from his own personal experience.He needs a bigger audience. 
Ty!"
LafataValerie,2020-04-21 22:21:54,Missouri,MO,Missouri,Twitter Web App,"Deptford, NJ, covid","MISSION #Deptford #NJ

Navy Vet Darren has wife and one minor child in the home. Need assistance during this #covid shutdown. Utilities, gas, food, phone needed. $982.

paypal/me.codeofvets https://t.co/W2B4FE2GGm"
chugs1222,2020-04-21 22:21:54,"Loveland, CO",CO,Colorado,Twitter for Android,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
michaelhohl3,2020-04-21 22:21:54,"Germantown, MD",MD,Maryland,Twitter Web App,,Latest CDC COVID-19 Numbers Make the Doom-and-Gloom Cult Look Like Complete Idiots https://t.co/IlVSZI9H6F via @gatewaypundit
VickiStanbury,2020-04-21 22:21:54,"Boynton Beach, FL",FL,Florida,Twitter Web App,,"WI DHS: 19 People Who Voted In, Worked Election Have Since Tested Positive For COVID https://t.co/Zh4wCEt0fh via @TPM"
Jdd100Jec,2020-04-21 22:21:54,"Florida, USA",FL,Florida,Twitter for Android,COVID19,FDA has authorized the first #COVID19 diagnostic test with a home collection option. https://t.co/S07u85yAew https://t.co/wbbXBKNNnf
ImpastatoSusan,2020-04-21 22:21:54,"North Carolina, USA",NC,North Carolina,Twitter for Android,,More than 800K COVID-19 cases. More than 43K deaths since 2/29. @realDonaldTrump This is your legacy as POTUS. https://t.co/gMGKcfHj62
MslaCoPubWorks,2020-04-21 22:21:54,"Missoula, Montana",MT,Montana,Twitter for Android,,"We have gotten several calls recently about sweeping. MCPW follows a schedule posted on our website at https://t.co/sNKHabq05F.
Please keep in mind, this schedule is an ESTIMATE &amp; we're currently working with a small crew due to COVID-19 so start dates may run slower than normal."
suciaschmelke,2020-04-21 22:21:54,"Montclair, NJ",NJ,New Jersey,Twitter for iPhone,,"@realDonaldTrump @nytimes USA:

809,615 - total number of COVID-19 cases
  16,856 - new cases
  44,623 - total deaths
    2,109 - new deaths
  81,817 - total recovered
683,175 - active cases
  14,016 - serious cases
  12,431 -  tests per 1 mil population

Trump &amp; the GOP thinks this is winning.  It is NOT"
Tamagotchibra,2020-04-21 22:21:54,"Carolina del Norte, USA",,,Twitter for iPhone,,"To my expectant mothers out there, if it’s possible, look into a homebirth if it’s medically safe for you to do so. I just watched a woman give birth in a hospital with her husband on FaceTime  because of covid and about cried🥺"
HALOTrustUSA,2020-04-21 22:21:53,"Washington, DC",WA,Washington,Twitter for iPhone,NagornoKarabakh,"Landmines and COVID-19. In #NagornoKarabakh, these threats never rest. 

Our teams are using extra safety measures before deploying to minefields or delivering hygiene kits. 

Learn more &amp; support HALO's #COVID_19 response. Donations will be matched. 
➡️ https://t.co/qsAykOPEt4 https://t.co/lyscHNUrmY"
robinso13,2020-04-21 22:21:53,"West Chester, PA",PA,Pennsylvania,Twitter for Android,,"Immigrant advocates are working on many fronts at once, but I want to flag an important one for the 600,000+ adult ESL students in the US: Digital litearcy.

As English classes have rushed online, some students are struggling to gain access. New post: https://t.co/ZV3yVWfAmn"
Abbykat6,2020-04-21 22:21:53,"Oswego, NY",NY,New York,Twitter Web Client,,CNN's April Ryan Asks If Stay At Home Protestors Should Refuse Medical Care If They Contract COVID https://t.co/ay2b2wPuKH via @SaraCarterDC
appliedsoft,2020-04-21 22:21:53,"Florida, USA",FL,Florida,Twitter for Android,,Thailand is seeing a record number of baby leatherback sea turtles hatching as popular tourist beaches are left undisturbed during COVID-19 lockdown. https://t.co/xa3TKPGnPp https://t.co/JMCQZsT31R
steinberg_jean,2020-04-21 22:21:53,"North Carolina, USA",NC,North Carolina,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/Z8WOuY1uG5
NedRaggett,2020-04-21 22:21:53,"San Francisco, CA",CA,California,TweetDeck,,"Mourning the loss of Hache Carrillo, one of the smartest, kindest, most elegant men I ever had the privilege to meet. He had a phenomenal mind and heart and his death, due to COVID, is a tragedy."
yakov456,2020-04-21 22:21:53,The wrong side of Pennsylvania,PA,Pennsylvania,Twitter for iPad,,tfw the governor of Ohio starts talking about the holocaust during a COVID-19 press conference https://t.co/MRnOxWEgno
Avonan,2020-04-21 22:21:53,"Ohio, USA",OH,Ohio,Twitter for iPhone,,"THE BILL: 
- Increases PPP by $320 billion
- $10 b for EIDL
- Set asides of $60 b for smaller lenders
- $75 b for health providers, distributed by HHS.
- $25 b for testing. At least $11 b of that is for states, tribes for testing.  Distributed in part based on # of COVID cases."
solehaven,2020-04-21 22:21:53,"Queens, NY",NY,New York,Twitter for iPhone,,"Not gonna waste your time:
Two waves, 15 minutes, unlimited stock.
Wave 1: April 26th. 9AM PST/12PM EST/5PM BST. 
Wave 2: April 26th. 2PM PST/5PM EST/10PM BST. 
Be there.
Price is discounted to $30/month to help those impacted by COVID-19.

RT for a chance to win a FREE key.🐐 https://t.co/GOCWQL5ldA"
Lydiaaliceaa,2020-04-21 22:21:53,"New Jersey, USA",NJ,New Jersey,Twitter for iPhone,,"seeing protesters carry signs like “COVID 19 ISNT REAL” or “THE MEDIA IS THE PROBLEM NOT THE VIRUS” literally leaves me speechless.... I didn’t know people could be so dumb, yet here we are"
ChevyMansSweeti,2020-04-21 22:21:53,"Arkansas, USA",AR,Arkansas,Twitter for Android,,"Due to the COVID-19 🦠 outbreak effects, Chappelle's Towing will be holding our Public Auto Auction next month Thursday, May 7th, 2020. We will be skipping our previously scheduled auction this week on April 23rd, 2020.

We apologize for any inconvenience. https://t.co/QRJnj0xYul"
local24lisa,2020-04-21 22:21:53,"Memphis, TN",TN,Tennessee,Twitter for iPhone,,How do you know the food you are having delivered has been handled properly? There’s a new national standard for covid 19 food prep and delivery!
agalanis17,2020-04-21 22:21:52,"Florida, USA",FL,Florida,Twitter for iPhone,,"Global COVID-19 cases top 2.5 million as a U.N. agency warns the pandemic could cause famines of ""biblical proportions.""

Tracking the virus: https://t.co/XhbNcpxIZO https://t.co/V5NF6tMPKx"
MktgSoapbox,2020-04-21 22:21:52,"Chicago, IL",IL,Illinois,Twitter Web Client,COVID,Sign up for the Webinar - FlowerHire &amp; Leafwire Present: Cannabis Retail during #COVID-19 https://t.co/V1hcMduN3z
MouthWiredShut,2020-04-21 22:21:52,USA,,,Twitter Web App,,"The scholar Nassim Nicholas Taleb, who says that his profession is “probability,” has long been alert to pandemics and other chance calamities for which COVID-19 is a storm signal.
https://t.co/s9HrYxVj84"
KPMcClave,2020-04-21 22:21:52,"Syracuse, NY",NY,New York,Twitter for Android,,"We will make reopening decisions in New York State on a regional basis.

We recognize not all regions are impacted with COVID-19 in the same way. 

It's the logical thing to do."
OemorOniluap,2020-04-21 22:21:52,USA,,,Twitter for iPhone,,"Better than nothing, but the new Covid package announced today doesn't help hard-pressed states and cities on the front lines of public health. 

The GOP refused. 

Unbelievably dumb."
Janis454,2020-04-21 22:21:52,"Georgia, USA",GA,Georgia,Twitter for Android,,"""NIH Panel Recommends Against Drug Combination Trump Has Promoted For COVID-19""
https://t.co/eUlBuN3zrP"
hibakusha15,2020-04-21 22:21:52,"Chico, CA",CA,California,Twitter for iPhone,COVIDー19,"#COVIDー19 The data showed that 9 of 10 patients had an underlying medical condition, including:
—Hypertension: 49.7%
—Diabetes: 28.3%
—Chronic lung disease: 34.6%
—Cardiovascular disease: 27.8%
—Obesity: 48.3% https://t.co/YjabN89Bwc"
Joliet_HN,2020-04-21 22:21:51,"Joliet, Illinois",IL,Illinois,Echobox Social,,The Joliet City Center Partnership has announced a grant to support downtown businesses hit by the COVID-19 pandemic. https://t.co/paIjr5ChxO
murphyrj6,2020-04-21 22:21:51,"Pennsylvania, USA",PA,Pennsylvania,Twitter for iPhone,,Louder than noisy ‘reopener’ protesters: The overwhelming majority of sane Pennsylvanians who are quietly staying home. https://t.co/1OYa03j7w2
TexasKath,2020-04-21 22:21:51,"Texas, USA",TX,Texas,Twitter Web App,,GOP senator who pushed 'miracle' drug to treat coronavirus rejects study showing it actually may lead to increased deaths https://t.co/UXnY0kJ2en
takinyera,2020-04-21 22:21:51,"Chicago, IL",IL,Illinois,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
NOLABelle83,2020-04-21 22:21:51,"New Orleans, LA",LA,Louisiana,Twitter for iPhone,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
Aventuran,2020-04-21 22:21:50,"Aventura, Florida",FL,Florida,Twitter for iPad,,"VA study finds no benefits, higher death rate in patients taking hydroxychloroquine for Covid-19

Of 368 patients, 97 patients who took the drug had a 27.8% death rate. The 158 patients who did not take the drug had an 11.4% death rate

https://t.co/wasuUgzVG7"
VanNessMainSt,2020-04-21 22:21:50,"Van Ness, Washington, DC",WA,Washington,Twitter for iPhone,,"Tonight’s agenda now includes the Days Inn Covid-19 quarantine site. Log on at 7:30pm

▶️  https://t.co/DqqAq8lCDo https://t.co/pcFCM7hsqr"
Mr_xoxo,2020-04-21 22:21:50,"Ridgeland, MS",MS,Mississippi,Twitter for iPhone,,Fox News Hosts Diamond And Silk Claim 5G Towers Cause COVID-19 Infection | Michael Stone https://t.co/2XnAPDW6ke
eyridis,2020-04-21 22:21:50,"Victor, NY",NY,New York,Twitter for Android,,Louder than noisy ‘reopener’ protesters: The overwhelming majority of sane Pennsylvanians who are quietly staying home. https://t.co/1OYa03j7w2
hawkriver,2020-04-21 22:21:50,"Tuolumne County, CA",CA,California,Twitter for iPhone,,"@yashar Have no doubt that we are so badly undercounting COVID-19 deaths that we’ve already reached the 60,000 number."
aaronkxly,2020-04-21 22:21:50,"Spokane, WA",WA,Washington,Twitter for iPhone,,"Gov. Jay Inslee is making an announcement at 5pm tonight to ""lay out a plan"" for Washington's COVID-19 recovery. Right now, the stay-home order is set until May 4th. 

We'll have his address live for you on @kxly4news."
TheresaPhilips,2020-04-21 22:21:50,Chicago Region Illinois USA,IL,Illinois,Twitter for iPhone,,"As Illinois battles the public health and economic consequences of the COVID-19 outbreak, Gov. J.B. Pritzker is insisting on pushing forward with his progressive income tax proposal."
Savvy_Travels,2020-04-21 22:21:49,"Napa, CA",CA,California,Twitter for iPhone,,"We all need a little break from all the COVID-19 stories in the news 📰
So here's an article to remind you just how magical the Napa Valley is! 🍇🌻

Follow the link to read on 'Why Napa’s Top Winemakers Take to the Hills to Craft Their Cabernets' || https://t.co/PHgOLi2QJl https://t.co/5E3Ui0JpBK"
ConnieDelineMD,2020-04-21 22:21:49,"Harrisburg, PA",PA,Pennsylvania,Twitter for iPhone,,"The FDA now says that smoking cigarettes not only leads to worse outcomes from Covid-19, it could increase the chances of catching the disease in the first place https://t.co/3XiDzNnZgW"
shadesome,2020-04-21 22:21:49,"Kings Mills, OH",OH,Ohio,Twitter for Android,,"Egyptian Islamic Cleric Thanks COVID-19: ‘May Allah Use This Virus To Annihilate The Infidels’…
OK Mullah Fullabullah...May the Infidel use MOAB to Annihilate your Stinky goat sniffing ass as it is pointed up to Moohamid..
https://t.co/gVrADCg34q
#InfidelsRULE
#MOAB https://t.co/NmsoLKsFJb"
allg00d,2020-04-21 22:21:49,"Silicon Valley, CA",CA,California,Twitter Web App,"Healthcare, COVID, AI","My latest article: #Healthcare of tomorrow, today: How artificial intelligence is fighting the current, and future, #COVID-19 pandemic #AI https://t.co/EziUuqXK4S"
coachbarbee1,2020-04-21 22:21:49,"Michigan, USA",MI,Michigan,Twitter for Android,,"Our men &amp; women continue to battle COVID-19, but one of our own continues a more personal battle of his own. Deputy Garza is battling cancer receiving his treatments amid this crisis. We are trying to give him all the support he needs to beat this. We have your six! #GWG #121 https://t.co/uo0vrHUYIM"
Avonan,2020-04-21 22:21:49,"Ohio, USA",OH,Ohio,Twitter for iPhone,,"Flights are nearly empty. Airlines have cut service drastically. But still, workers are dying from COVID-19.

A pilot, a flight attendant, a gate agent at LAX airport, a baggage handler at Dallas-Ft Worth and two more at JFK airport--at least 15 dead 

https://t.co/D5NxLYfMlZ"
hallock_debbie,2020-04-21 22:21:48,"Northville, MI",MI,Michigan,Twitter for Android,,"Schumer: There will be a big broad bold COVID 4 (bill). For anyone who thinks this is the last train out of the station, that is not close to the case..election reform. Money for housing. The Postal Service."
michael_oberg,2020-04-21 22:21:48,"Boulder, CO",CO,Colorado,Twitter for Android,,"“Millions of Americans are making actual, often painful sacrifices every day to help him bring the COVID-19 pandemic to heel, and he doesn’t seem to have done very much of a single damn thing.” #MedicareForAll #FireTrump
https://t.co/99KSMBA3Ga"
BsalinasMarek,2020-04-21 22:21:48,"Florida, USA",FL,Florida,Twitter for iPhone,,"....to State/Local Governments for lost revenues from COVID 19, much needed Infrastructure Investments for Bridges, Tunnels, Broadband, Tax Incentives for Restaurants, Entertainment, Sports, and Payroll Tax Cuts to increase Economic Growth."
PongoHoncho,2020-04-21 22:21:47,"Rocky Hill, CT",CT,Connecticut,Twitter for iPhone,,"Based on this new data, it’s likely that millions of Americans have been infected with the coronavirus and their bodies fought off the disease before they felt a symptom.

This is great news that must be taken into consideration for opening up the economy. https://t.co/7nKQjfbiDQ"
chargergreg3,2020-04-21 22:21:47,"San Diego, California",CA,California,Twitter for iPhone,,"CDC says there could be second, possibly worse Covid-19 outbreak this winter.

I didn’t see this on the Projection models people worship...

Going to say I doubt this will happen, unless they falsely inflate the numbers again!"
tristinnnnnnnnn,2020-04-21 22:21:47,"Fort Worth, TX",TX,Texas,Twitter for iPhone,,"Pulled up to the COVID testing site for my mom. I asked how much it was. “It’s $159” *looks at our reaction* “ok $119 is the lowest we can go” 

Lowest y’all can go?? What tf is this a car dealership? 😂 we didn’t come here to bargain man how much is the damn test lmao"
ddendz,2020-04-21 22:21:47,"The Villages, FL",FL,Florida,Twitter for iPhone,,"We shall see how far this goes 🧐🧐

Missouri Becomes First State to Sue China, Citing COVID-19 ""Deceit"" https://t.co/Qm23l4UzeU"
BillEubanks10,2020-04-21 22:21:46,"Virginia, USA",VA,Virginia,Twitter for Android,,MALARIA DRUG OF NO BENEFIT AGAINST COVID IN BIG VA STUDY-even with azithromycin -sadly so https://t.co/yyL8VNSiKp
bahramk1234,2020-04-21 22:21:46,"Virginia, USA",VA,Virginia,Twitter for iPhone,,"....to State/Local Governments for lost revenues from COVID 19, much needed Infrastructure Investments for Bridges, Tunnels, Broadband, Tax Incentives for Restaurants, Entertainment, Sports, and Payroll Tax Cuts to increase Economic Growth."
cgtnamerica,2020-04-21 22:21:46,"Washington, DC",WA,Washington,TweetDeck,,"Dr. Deborah Birx: U.S. seeing improvement in early COVID-19 hot spots, but continuing to see outbreaks in nursing homes. https://t.co/FcfMy581qc"
AvoidedIsland,2020-04-21 22:21:46,"Los Angeles, CA",CA,California,Twitter for Android,Project100,"I’m thrilled to be a part of @GiveDirectly’s #Project100. Our goal is to give $1000 cash to 100K families. The pilot program has already sent money to nearly 5,000 families, but it’s not enough. Let’s make this happen for more families: https://t.co/G8O8893ltH 👍 https://t.co/hDe4TOJnCo"
7AAAASports,2020-04-21 22:21:46,"Sioux Falls, SD",SD,South Dakota,Twitter for iPhone,,"Business leaders have rapidly become COVID-19 business leaders -- leaders during a time of massive transition, chaos, uncertainty, and grief.

#CovidSD

https://t.co/RkWYCuEdKX"
82288Cowboys,2020-04-21 22:21:46,"Texas, USA",TX,Texas,Twitter for Android,,"Speaking as somebody who survived stage 4 cancer &amp; is now staying at home so I don't get this thing: 

Fuck you William Barr. https://t.co/n3uxBOmJMO"
AliceRiversong,2020-04-21 22:21:46,"Austin, TX",TX,Texas,Twitter for iPhone,,"If you receive a text message saying “Someone who came in contact with you tested positive or has shown symptoms for COVID-19 &amp; recommends you self-isolate/get tested,” DO NOT click the link. This is a scam. https://t.co/P2a57N5G6V"
CityofColumbia,2020-04-21 22:21:46,"Columbia, SC",SC,South Carolina,Sprout Social,"WeAreColumbia, AResilientColumbia","City of Columbia awarded more than $999,750 to 220 locally owned businesses impacted by COVID-19 as part of A Resilient Columbia: Economic Sustainability Plan.

City Council added $400,000 to the program today.

More: https://t.co/uSvVAHInIi #WeAreColumbia #AResilientColumbia https://t.co/J683rEYyAA"
phorn37566672,2020-04-21 22:21:46,USA,,,Twitter for iPad,,"Good Grief!! The BS with @CNN just never stops. Cuomo, looking much like the creature from the black lagoon, comes slinking out of his basement after enduring guarantine for COVID-19. Fact is, he made an earlier exit on Easter Sunday w/wife &amp; kids to East Hampton. #CNNFakeNews https://t.co/BsTNeAE1Od"
Grid32InfoSec,2020-04-21 22:21:45,"Newark, NJ",NJ,New Jersey,Twitter Web Client,"infosec, cybersecurity",German government might have lost tens of millions of euros in COVID-19 phishing attack | ZDNet https://t.co/09IdaSHP2B #infosec #cybersecurity
Comandante___,2020-04-21 22:21:45,"Manhattan, NY",NY,New York,Twitter for iPhone,,My cousin tested positive for COVID-19 so I asked how he’s doing forgetting how dramatic Dominicans are: https://t.co/vCJqCrzx8m
yssaaaaaah,2020-04-21 22:21:45,"Edinburg, TX",TX,Texas,Twitter for iPhone,,"MY MOMS TEST RESULTS CAME BACK NEGATIVE SHE DOES NOT HAVE COVID-19😭😭😭 she’s a pediatric nurse and it’s been so scary, we’ve not only gotta treat our healthcare workers with respect but STAY THE FUCK INSIDE so they and EVERYONE can no longer be at risk"
JillEHughes,2020-04-21 22:21:45,"Chicagoland, USA",,,Twitter Web App,,"Please say a prayer for Glen Ridge, NJ, Police Officer Charles “Rob” Roberts. He was diagnosed with COVID-19 and his heart stopped this morning. He's 45, healthy and was a coach on my son's baseball team. An amazing person. Hope he pulls through. https://t.co/NvtSnQqts1"
PeggyOehlmann,2020-04-21 22:21:45,"Annapolis, MD",MD,Maryland,Twitter for iPhone,,Overheard: So are we calling these armed Covid-19 protestors the “Flu Klux Klan?” Because if not that sounds like a missed opportunity.
samara_qureshi,2020-04-21 22:21:44,"Columbia City, IN",IN,Indiana,Twitter for iPhone,,Thailand is seeing a record number of baby leatherback sea turtles hatching as popular tourist beaches are left undisturbed during COVID-19 lockdown. https://t.co/xa3TKPGnPp https://t.co/JMCQZsT31R
shrey1414,2020-04-21 22:21:44,"Washington, DC",WA,Washington,Twitter for Android,"COVID19, ProtectNurses","48 nurses in the United States have already lost their lives to #COVID19. 

That's 48 too many.

#ProtectNurses --&gt; No more nurse deaths!

https://t.co/spJxbzaBQw"
janaberry52,2020-04-21 22:21:44,"Missouri, USA",MO,Missouri,Twitter for iPhone,,"""NIH Panel Recommends Against Drug Combination Trump Has Promoted For COVID-19""
https://t.co/eUlBuN3zrP"
solehaven,2020-04-21 22:21:44,"Queens, NY",NY,New York,Twitter for iPhone,,"Supreme COVID-19 Relief Box Logo Tee releasing April 24th for $60 retail. 100% of the proceeds will be donated to help families impacted by COVID. Available on US and Canada only.

RT for a chance to win a FREE ACO slot and Preme Profits key. https://t.co/jgbAn90me5"
shootmupintx,2020-04-21 22:21:44,"Texas, USA",TX,Texas,Twitter for Android,,Many Respiratory therapists do not get acknowledged for saving lives. It’s not just Doctors &amp; Nurses on the frontline. RTs like my Daughter. 18 RT in her department have contracted Covid while treating patients. Putting a strain on the others. Love you 🐞 https://t.co/qxJ4AJGe8I https://t.co/im88fbQh2r
BestBuySauceGuy,2020-04-21 22:21:43,"Los Angeles, CA",CA,California,Twitter for iPhone,,@saethescorpio Lemme go ask bae if she tryna put u on covid airlines 😂 https://t.co/VnW1HER1HG
NCSbyHTCS,2020-04-21 22:21:43,"Atlanta, GA",GA,Georgia,WordPress.com,"socialmedia, hacking, facebook, computerhacking",Joint statement on COVID-19 impacts on food security and nutrition – World | #socialmedia | #hacking | #facebook | #computerhacking https://t.co/rZEDNH9H3i https://t.co/rldlapHGdx
Orangebabybird1,2020-04-21 22:21:43,California,CA,California,Twitter for Android,,"Speaking as somebody who survived stage 4 cancer &amp; is now staying at home so I don't get this thing: 

Fuck you William Barr. https://t.co/n3uxBOmJMO"
jeremyrwalsh,2020-04-21 22:21:43,"Brooklyn, NY",NY,New York,Twitter for Android,,"An NIH panel says that doctors shouldn't use hydroxychloroquine and azithromycin to treat COVID-19 — a combination that President Trump has repeatedly suggested might be helpful.
https://t.co/P9IYIiEWzI"
haileymac,2020-04-21 22:21:43,"Detroit, MI",MI,Michigan,Twitter for iPhone,,"Say her name....Skylar Herbert, the daughter of Detroit first responders, is the first child with COVID-19 to die in Michigan. She was 5 years old. https://t.co/SvnTsqSKAV"
becomingjenn,2020-04-21 22:21:43,"Arizona, USA",AZ,Arizona,Twitter Web App,,COVID-19 recovery panel goes off the rails after businessman says the virus is a plot to ruin Trump https://t.co/lrqnDJRt65
phantomflakes,2020-04-21 22:21:42,"McAllen, TX",TX,Texas,Twitter for Android,,"If you could end Covid-19 by sacrificing a part of the valley, which city would you choose and why Donna?"
MikeGonz2020,2020-04-21 22:21:42,"Pennsylvania, USA",PA,Pennsylvania,Twitter for iPhone,,"Official Florida data looks off compared to similar states. Just 10% of FL tests come back positive—low compared to other states. FL’s median age is highest among top COVID states, but its fatality rate is oddly lower than almost anywhere else. 

It defies science. THREAD https://t.co/FHMHCQhEZF"
RCSHartMS,2020-04-21 22:21:42,"Rochester Hills, Michigan",MI,Michigan,Twitter for Android,,"Our district nurse supports the health and wellness of all RCS students, especially those who are medically fragile. During this COVID-19 crisis, Tanya Regmont has returned to the front lines to care for our community members in need. Thank you, Tanya! #RCSCountOnMe https://t.co/hzHGcmG0dg"
donsspencer,2020-04-21 22:21:42,"West of College Station, Texas",TX,Texas,Twitter for Android,,Aggie Muster will take place in many ways this year For us it is in Battle Creek Michigan where @MCTP_OGCharlie deployed a team to assist in COVID 19 response plans for TF Center. LTC JP Wanja ‘02 Spider D &amp; myself ‘03 Softly Call the Muster @AggieNetwork @TAMU #Muster https://t.co/I3JaXFeJKU
Lisajeanapple,2020-04-21 22:21:42,"Kentucky, USA",KY,Kentucky,Twitter for iPhone,,"But this fringe I worry is driving our entire natl response to COVID.  The two things we have to do - stay at home, tracing/isolation - require curtailment of ""liberties."" So the President's been unable to do either, has to leave it to the states.

He's chosen Liberate! over us. https://t.co/3QXI8AjQQs"
lohody,2020-04-21 22:21:42,"Marana, AZ",AZ,Arizona,Twitter for Android,,Overheard: So are we calling these armed Covid-19 protestors the “Flu Klux Klan?” Because if not that sounds like a missed opportunity.
Aggiegirl0314,2020-04-21 22:21:42,"Houston, Texas",TX,Texas,Twitter for iPhone,,Do you think Michigan Gov. Gretchen Whitmer has done a good job navigating the state through the COVID-19 outbreak?
Hello_VEE,2020-04-21 22:21:42,"California, USA",CA,California,Twitter Web App,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
jibbypop1,2020-04-21 22:21:42,"South Dakota, USA",SD,South Dakota,Twitter for iPhone,,@heroic_stoic Covid 19
MarthaLarive,2020-04-21 22:21:41,"Tucson, AZ",AZ,Arizona,Twitter for Android,,"Hydroxychloroquine, long touted by President Trump, is of no use treating Covid-19 and actually causes more deaths than standard care, per a large new study. 

https://t.co/eCpEH9DGS0"
RogerDavisrf06,2020-04-21 22:21:41,USA,,,Twitter for iPad,,"Jan 3: Trump was briefed on COVID-19
Jan 4: He played golf 
Jan 5: Golf
Jan 9: He held a rally
Jan 14: Rally
Jan 18: Golf
Jan 19: Golf
Jan 28: Rally
Jan 30: Rally
Feb 1: Golf
Feb 2: Golf
Feb 10: Rally
Feb 15: Golf
Feb 19: Rally
Feb 20: Rally
Feb 21: Rally
Mar 7: Golf
Mar 8: Golf"
